john maus	78290	191	84	0 0 0 5 103 77 61	1 5 174 10 0 3 129 5
heidevolk	78286	374	95	0 0 0 2 139 186 98	3 1 416 4 1 3 33 32
elliott yamin	78286	193	201	0 0 3 35 99 118 69	5 82 121 9 2 3 179 25
marc broussard	78279	190	191	0 0 6 42 143 68 61	3 7 150 4 0 4 235 17
the pietasters	78269	198	50	0 0 1 24 98 63 50	1 0 96 6 1 0 167 8
bullets and octane	78258	199	75	0 0 0 0 8 120 114	2 6 203 5 0 1 57 14
tank	78190	215	127	0 0 0 20 135 59 71	0 69 139 20 0 4 132 16
pinhead gunpowder	78170	170	69	0 0 0 2 84 75 60	1 4 86 3 0 0 156 17
save ferris	78159	288	162	0 0 0 5 182 136 93	1 19 186 9 0 0 209 71
altaria	78156	274	69	0 1 2 48 125 71 62	1 2 265 2 0 8 41 45
hamlet	78154	240	27	0 0 0 1 81 117 68	0 1 266 2 2 3 9 16
bad boys blue	78143	417	102	0 1 39 124 135 79 67	1 11 487 0 2 28 14 27
donald fagen	78121	451	36	0 12 62 85 48 71 82	1 89 308 16 1 3 126 12
strike	78091	268	189	0 0 0 1 17 142 263	1 10 20 2 3 0 11 434
typhoon	78043	240	38	0 0 0 2 76 86 90	1 5 283 1 0 0 6 3
donny hathaway	78029	463	145	0 2 19 95 135 154 49	5 121 369 14 2 6 173 18
great white	78018	361	74	0 1 8 120 98 59 75	3 20 251 2 2 51 102 40
richard bona	78000	421	113	0 3 9 149 110 53 89	9 42 434 8 3 19 36 42
ufomammut	77896	339	33	0 1 2 7 157 100 62	2 11 302 17 2 1 65 15
frauenarzt	77876	291	51	0 0 0 0 1 130 167	0 3 347 2 0 0 2 2
black lab	77874	170	71	0 0 1 8 106 56 43	0 6 136 6 0 3 105 8
trap them	77859	321	28	0 0 0 2 115 98 108	0 3 160 18 0 2 183 7
the falcon	77859	242	48	0 0 0 1 71 111 75	2 1 100 7 0 0 193 3
keller williams	77856	275	58	0 1 16 53 120 35 57	3 11 50 2 1 2 308 7
virginia jetzt!	77847	306	212	1 1 3 57 165 133 76	1 7 540 4 0 1 18 8
beforu	77840	133	56	0 0 0 2 23 99 59	0 41 63 4 0 2 82 31
peja	77839	352	67	0 0 1 3 46 164 165	0 5 426 1 1 0 8 0
white lion	77829	236	70	0 0 1 34 80 78 78	1 11 177 0 1 52 42 44
commix	77805	607	72	0 0 1 8 217 197 145	5 15 627 17 2 1 61 9
shattered realm	77802	245	44	0 0 0 0 4 138 119	1 4 259 2 1 1 37 7
the housemartins	77792	423	120	1 2 4 92 174 79 95	1 22 477 8 1 2 93 29
thurston moore	77786	424	125	0 1 4 54 189 145 90	0 30 391 18 0 9 155 44
alabama	77757	340	91	1 34 68 82 42 48 82	3 3 124 4 0 9 311 19
carola	77745	265	112	0 1 4 91 107 48 61	0 2 383 4 0 2 13 10
the retrosic	77718	219	71	0 0 2 23 99 72 53	5 2 225 6 2 5 54 13
jeniferever	77711	247	90	0 0 1 4 54 147 79	1 18 294 4 0 3 49 7
freescha	77623	193	32	0 0 1 5 47 70 70	0 5 131 6 4 2 103 8
the datsuns	77616	335	62	0 0 1 5 154 122 79	4 13 313 54 0 1 39 21
jon bon jovi	77611	435	239	0 0 16 57 169 182 160	4 23 453 11 2 48 70 112
bumblefoot	77590	185	11	0 0 1 5 49 60 53	0 9 141 3 0 8 38 13
superdrag	77547	202	38	0 0 0 4 52 103 62	1 6 23 4 1 1 218 19
miranda sex garden	77527	210	121	0 2 14 91 88 48 57	2 8 235 8 1 8 93 19
bob mould	77441	315	39	0 0 3 33 102 62 78	1 6 149 14 0 1 218 8
risto	77437	217	116	0 0 0 1 149 100 54	0 1 369 1 0 1 0 0
high school musical cast	77423	216	306	0 0 3 34 120 170 140	2 41 270 26 1 5 173 42
vreid	77405	287	61	0 0 0 3 131 113 64	4 3 311 5 1 5 30 7
lfo	77403	416	93	0 1 19 37 90 202 114	4 74 425 9 0 5 79 12
andy timmons	77393	379	30	0 1 6 71 112 104 63	3 32 243 8 0 42 66 57
from a second story window	77379	234	22	0 0 0 0 13 126 108	1 2 165 13 4 6 73 7
wisin & yandel	77321	249	97	0 0 0 2 121 142 61	2 1 112 0 8 0 124 128
the derek trucks band	77308	369	38	0 3 93 61 30 66 65	2 27 184 5 0 8 212 24
daniel bedingfield	77308	307	271	0 0 6 52 115 244 91	10 44 376 19 0 22 138 18
folkearth	77256	329	76	0 0 0 4 102 163 88	3 6 318 3 1 12 47 32
forgotten tomb	77241	244	92	0 0 0 1 43 157 91	1 6 287 7 1 6 31 14
nerf herder	77204	251	52	0 0 1 21 148 59 45	1 8 176 11 0 2 123 6
blank dogs	77169	284	96	0 0 0 2 150 127 77	0 10 180 12 3 2 225 8
don davis	77142	448	49	0 0 2 19 201 94 108	2 16 394 12 1 9 93 21
corpus delicti	77109	168	125	0 1 1 19 120 42 67	2 5 243 5 0 1 58 17
del amitri	77103	312	86	0 2 28 104 54 55 77	1 12 314 8 0 3 101 5
martyr	77051	256	13	0 0 1 5 85 95 48	5 17 148 8 1 5 86 15
kalle baah	77036	206	29	0 0 0 1 87 41 66	1 1 245 0 0 1 2 1
om	77035	316	31	0 0 4 22 134 76 50	1 6 239 13 0 5 112 18
leo kottke	77026	391	54	0 35 98 48 63 50 61	2 10 182 12 0 3 312 6
parenthetical girls	77024	190	101	0 0 1 3 114 104 50	0 5 151 11 0 2 158 12
focus	77021	637	48	0 3 146 186 103 68 78	1 24 509 5 0 22 81 102
the six parts seven	76965	241	45	0 0 0 21 100 54 78	1 33 74 3 0 4 199 6
austin tv	76961	264	88	0 0 1 2 59 165 100	0 5 19 1 2 0 278 69
steve aoki	76930	326	147	0 0 0 0 70 133 217	0 43 248 19 2 8 165 34
dionne warwick	76927	435	168	2 62 105 98 71 68 65	1 43 431 18 1 6 159 50
no angels	76927	234	105	0 1 4 77 127 33 56	1 4 322 11 0 4 10 17
jaw	76927	131	17	0 0 0 0 5 62 57	0 1 147 3 1 1 2 1
david & the citizens	76908	171	113	0 0 2 4 84 112 58	0 7 260 3 0 2 38 4
charlotte perrelli	76905	222	57	0 0 2 29 80 78 50	1 1 253 6 0 5 16 11
tetsuya shibata	76878	169	48	0 0 0 2 17 127 61	2 6 184 3 0 2 33 13
chrisette michele	76861	245	222	0 1 24 110 114 60 62	10 45 154 4 3 9 268 18
azam ali	76847	426	207	0 4 63 102 121 147 84	7 19 335 7 1 170 169 19
machinemade god	76834	277	42	0 0 0 2 35 136 113	1 4 273 7 0 4 24 15
terrorizer	76811	374	39	0 0 3 6 130 154 60	1 20 284 10 2 8 80 38
blitz	76804	368	109	0 3 18 64 171 72 83	1 7 281 7 2 5 109 106
oxymoron	76795	194	58	0 0 0 4 71 88 69	2 5 190 3 1 4 39 30
the pink spiders	76759	139	209	0 0 0 1 47 116 151	1 13 120 10 1 1 214 10
feel	76752	338	246	0 0 2 8 130 175 219	2 2 600 0 4 1 6 0
mulatu astatke	76713	445	114	1 2 19 70 59 138 204	6 11 442 18 5 21 102 52
earshot	76702	346	111	0 0 0 5 134 125 152	7 7 334 7 0 8 109 16
iamerror	76634	238	46	0 0 0 0 4 121 142	1 10 202 7 3 2 75 16
marilyn monroe	76632	155	295	0 18 44 84 72 109 55	5 10 341 15 1 21 55 40
hope of the states	76628	209	52	0 0 1 18 96 91 36	0 17 235 3 0 2 23 3
susperia	76606	242	32	0 0 0 1 84 98 53	2 5 241 5 0 10 20 6
catupecu machu	76563	363	130	0 0 1 43 253 87 81	0 1 28 0 1 2 39 457
richard marx	76560	441	244	0 5 57 138 192 84 75	8 93 425 11 4 25 121 57
sleeping at last	76555	158	71	0 0 0 1 44 78 78	0 12 36 4 0 0 182 11
ancient rites	76547	258	44	0 0 1 12 76 109 82	1 2 258 8 2 7 32 13
bela b.	76531	329	136	0 0 1 5 99 204 112	2 1 494 2 1 1 3 3
the quakes	76505	163	97	0 0 0 46 73 34 75	1 2 193 7 1 1 59 20
florence valentin	76495	218	139	0 0 0 3 155 115 53	0 2 399 0 0 0 3 0
crippled black phoenix	76475	327	74	0 0 1 6 147 114 88	0 7 328 9 0 9 79 13
bruce cockburn	76430	230	54	0 2 6 58 32 53 61	2 15 100 10 0 0 215 0
a hawk and a hacksaw	76403	345	137	0 2 6 39 142 155 84	2 5 310 7 1 29 160 36
divididos	76383	364	91	0 0 2 48 129 158 80	0 1 45 2 0 0 33 407
allegiance	76378	214	26	0 0 0 0 18 141 62	1 3 146 12 0 0 93 3
john mayall	76373	559	63	0 41 152 109 44 65 79	1 19 475 15 0 22 113 54
giant sand	76360	358	69	1 2 29 76 104 54 70	3 7 358 15 1 4 101 5
mellowdrone	76329	150	102	0 0 0 5 71 97 43	1 9 99 6 0 8 135 16
harem scarem	76318	216	30	0 0 0 38 62 40 67	1 48 130 4 0 10 31 45
ozomatli	76308	343	105	0 2 15 58 95 117 62	4 24 160 21 1 1 270 20
revolting cocks	76306	344	56	0 0 3 117 92 31 68	2 8 254 9 0 1 159 14
dead combo	76284	228	75	0 0 1 21 101 98 47	2 2 317 1 0 5 12 5
despairsray	76282	96	154	0 0 0 0 15 128 99	0 23 197 5 1 2 32 23
joshua redman	76265	532	51	0 15 130 61 101 70 75	4 47 368 6 4 23 172 34
hayseed dixie	76264	411	44	0 1 41 112 103 82 72	0 0 405 9 1 3 66 27
warren g	76241	272	22	0 0 1 18 101 55 64	1 14 216 7 0 3 62 8
hate	76235	311	46	0 0 0 1 71 157 82	2 7 298 3 1 4 24 31
midnight syndicate	76106	182	57	0 0 3 16 127 29 47	0 4 167 6 0 7 75 11
unida	76088	359	50	0 0 3 61 149 76 66	2 2 350 14 0 3 70 21
spyro gyra	76074	539	46	0 40 108 89 70 56 73	3 54 335 6 3 27 176 46
marie serneholt	76045	131	39	0 0 0 3 18 69 54	0 3 116 2 0 2 22 34
carly simon	76042	448	209	0 78 110 122 46 55 77	1 39 339 24 3 6 239 85
trzeci wymiar	76002	322	50	0 0 0 3 15 145 162	2 2 376 1 1 0 3 0
joe pass	75999	438	45	1 7 85 83 78 65 58	3 63 272 5 0 16 137 47
doomtree	75990	210	30	0 0 0 0 43 91 70	1 5 78 2 2 2 166 3
jan jelinek	75980	431	69	0 2 4 53 53 129 186	2 31 431 12 1 12 103 13
fahnenflucht	75973	223	28	0 0 0 5 32 102 99	1 1 263 3 1 1 1 4
ich + ich	75969	470	225	0 2 106 130 147 121 70	0 5 726 2 0 1 20 9
binary star	75963	344	43	0 0 1 2 113 80 123	0 7 160 16 0 1 237 5
mika miko	75954	177	132	0 0 0 5 59 148 71	1 12 137 14 1 2 171 16
kris kristofferson	75911	395	84	1 113 104 24 32 44 63	3 7 333 15 0 8 168 12
stephan bodzin	75862	740	121	0 0 3 36 206 295 166	7 12 813 11 3 22 49 40
babyface	75803	330	180	0 2 28 112 61 115 94	15 134 213 21 1 5 158 15
kurt nilsen	75802	213	112	0 0 0 58 69 66 86	0 3 336 1 1 3 11 2
most precious blood	75756	231	39	0 0 0 0 70 97 77	2 2 186 9 0 2 78 20
ziggy marley	75751	300	84	0 0 11 36 82 117 81	2 6 294 5 5 4 69 33
code 64	75737	278	108	0 0 0 61 46 132 85	0 5 312 9 0 4 69 25
crookers	75732	615	139	0 0 1 6 140 170 347	3 19 586 40 3 5 142 19
jump, little children	75721	66	56	0 0 0 0 7 38 66	0 1 13 0 0 2 117 1
aceyalone	75704	393	54	0 0 1 14 154 139 81	2 16 198 11 1 1 277 9
phil hendrie	75693	12	1	0 0 0 0 0 3 11	0 0 1 0 0 0 18 0
splashdown	75688	86	43	0 0 0 0 11 30 64	1 2 33 6 0 1 94 3
rivers cuomo	75667	358	70	0 0 0 2 230 49 84	0 27 121 14 2 2 265 26
charlie clouser	75665	283	68	0 0 2 3 100 95 114	1 5 295 11 1 14 34 15
compay segundo	75642	566	154	0 18 86 82 168 149 50	2 16 517 8 5 42 115 107
la dispute	75638	197	51	0 0 0 1 33 122 86	0 6 104 29 0 1 133 5
black messiah	75633	299	47	0 0 0 23 31 135 123	1 4 328 1 1 4 17 9
the skatoons	75596	226	53	0 0 0 1 23 127 107	1 1 293 2 2 2 0 0
day26	75585	162	101	0 0 0 3 43 107 58	1 8 87 9 2 1 170 5
ice-t	75563	376	15	0 1 2 17 130 104 82	2 7 309 15 0 3 81 9
1125	75550	139	36	0 0 0 0 4 82 61	3 2 169 1 1 1 3 2
tokio	75516	114	167	0 0 0 3 59 138 72	0 67 203 6 1 4 36 11
unexpect	75495	288	46	0 0 0 2 123 131 53	1 4 184 8 1 9 119 34
mediengruppe telekommander	75467	303	121	0 0 1 2 180 83 116	2 6 435 5 0 7 10 5
maurice ravel	75444	561	161	1 84 123 135 101 53 76	5 49 484 11 2 35 207 63
swing out sister	75383	298	55	0 4 18 66 71 42 74	0 110 142 7 0 1 101 38
shulman	75365	392	57	0 0 3 6 138 138 87	4 8 353 13 2 30 65 12
fat freddys drop	75361	402	131	0 0 1 38 139 123 126	6 8 437 82 1 4 45 9
michael bolton	75344	424	252	0 20 78 202 89 69 96	12 60 443 11 5 31 123 51
laurent wolf	75339	1005	295	0 1 5 13 392 379 361	10 18 1197 12 3 39 42 67
thunderbirds are now!	75311	197	46	0 0 1 4 111 71 46	0 4 83 8 0 1 166 4
shapeshifters	75300	762	146	0 1 6 77 176 275 217	2 22 791 38 1 13 91 37
sonic team	75289	159	36	0 0 0 0 20 99 56	0 3 76 10 1 2 104 12
zion train	75288	245	46	0 1 3 25 129 55 45	2 16 271 1 6 5 15 10
god forbid	75287	405	33	0 0 0 1 151 162 69	2 10 312 5 3 11 98 19
temple of the dog	75273	574	188	0 0 2 71 164 182 235	3 17 477 22 2 37 160 115
matmos	75220	352	80	0 2 8 41 56 149 141	2 28 296 15 3 9 161 27
ils	75219	466	55	0 0 1 8 95 232 91	2 13 466 16 1 2 63 3
anne clark	75194	387	99	0 0 4 40 117 175 64	1 0 493 3 0 6 32 11
the creatures	75178	224	115	0 0 2 72 69 76 73	1 1 208 6 3 1 150 17
jenni vartiainen	75169	193	242	0 0 0 1 94 158 131	0 0 463 2 0 0 3 2
the royal philharmonic orchestra	75098	494	137	0 9 68 129 113 124 74	2 36 494 12 1 11 75 74
duke special	75050	209	111	0 1 2 42 130 49 50	1 6 318 1 1 0 22 5
emc	75042	439	32	0 0 0 3 145 155 106	4 10 386 12 2 1 94 3
fireworks	75040	231	39	0 0 0 1 2 147 101	0 3 81 7 0 1 187 5
what we feel	75033	184	23	0 0 0 1 3 86 87	0 3 215 2 0 0 1 1
snapcase	75031	281	29	0 0 0 1 151 50 74	2 7 170 3 0 2 127 27
pete townshend	74931	224	68	0 3 20 47 43 57 69	1 9 127 5 0 6 161 18
pedro guerra	74917	271	143	0 13 34 67 122 89 55	1 2 245 1 10 2 96 117
lucie	74914	286	83	0 0 1 1 176 52 62	0 0 385 1 1 0 2 1
sarah harmer	74885	157	150	0 1 4 32 89 53 63	0 8 70 5 1 1 275 9
40 winks	74885	318	60	0 0 2 7 118 88 96	3 22 311 11 1 6 57 8
das efx	74884	479	43	0 0 0 7 175 187 86	6 11 454 7 2 2 77 18
cruel hand	74858	265	47	0 0 0 1 48 126 110	0 5 121 28 0 0 173 6
christina rosenvinge	74852	235	114	0 1 1 6 87 155 82	0 4 313 2 1 1 17 75
jellyfish	74845	269	67	0 0 7 74 59 56 71	0 33 156 14 0 3 166 6
tesco value	74817	118	163	0 0 0 11 54 101 80	1 3 280 3 0 3 3 1
the modern lovers	74789	332	140	0 1 6 61 82 208 58	2 10 244 28 1 4 244 22
razed in black	74775	245	111	0 0 1 5 186 63 65	0 6 189 12 3 2 156 14
maher shalal hash baz	74771	191	30	0 0 1 23 50 66 51	3 50 142 4 1 2 67 6
saint vitus	74753	325	51	0 0 1 19 155 68 83	2 5 272 16 0 9 89 17
kasey chambers	74730	189	94	0 2 18 46 58 40 65	4 5 116 54 1 4 137 7
land of talk	74716	226	111	0 0 1 6 145 90 48	0 9 113 9 1 1 215 21
himsa	74696	279	30	0 0 0 20 48 108 95	2 5 218 13 3 2 75 10
shiml	74691	225	24	0 0 0 0 1 137 83	1 0 255 1 2 0 1 2
firma	74670	287	78	0 0 0 1 6 136 166	1 5 358 0 8 1 5 2
alien vampires	74646	267	99	0 0 1 6 158 93 58	1 7 307 6 2 4 42 26
bassnectar	74643	386	88	0 0 1 13 185 146 69	2 7 184 20 0 1 306 9
fairyland	74627	262	49	0 0 2 19 117 71 59	2 6 222 4 0 4 51 42
rites of spring	74626	319	64	0 0 1 24 84 130 98	0 10 199 12 1 1 179 14
olivia newton-john	74625	337	126	2 27 85 79 44 57 77	2 62 220 26 0 8 159 58
jah cure	74606	415	128	0 0 2 52 170 163 61	9 11 457 4 10 5 72 31
sweeney todd	74606	131	239	0 0 0 1 29 159 155	0 2 180 21 0 9 145 31
plej	74585	438	88	0 1 4 18 85 211 109	1 22 451 6 2 37 55 20
shoji meguro	74568	87	22	0 0 0 0 7 40 62	0 7 45 1 1 3 62 5
habeas corpus	74557	207	39	0 0 0 1 126 57 52	1 7 235 2 4 1 9 14
jana hunter	74540	246	181	0 0 2 44 149 97 62	1 11 215 7 1 11 223 24
fad gadget	74521	375	141	1 2 7 117 142 84 80	4 5 467 10 0 2 102 12
the busters	74514	229	51	0 0 0 15 92 77 68	0 7 292 4 0 2 14 7
pzychobitch	74489	234	112	0 1 1 39 118 84 61	5 2 260 6 0 4 69 33
fabri fibra	74473	284	102	0 0 0 16 95 170 59	3 0 387 0 0 5 6 7
porter	74464	300	167	0 0 0 18 97 152 180	1 1 21 3 5 1 430 48
lullatone	74457	181	101	0 0 2 18 84 97 49	4 39 139 11 2 8 123 18
mamonas assassinas	74375	498	163	0 0 2 6 195 214 190	0 3 66 0 0 2 12 607
chrome division	74373	360	46	0 0 2 17 178 117 55	2 2 334 2 0 6 18 63
peter hammill	74362	277	37	0 3 29 64 46 47 65	0 12 269 2 0 6 47 20
ten typ mes	74324	169	29	0 0 1 1 3 84 90	1 0 203 0 2 0 3 0
enslavement of beauty	74322	212	32	0 0 0 2 98 59 60	11 10 190 1 1 16 21 6
this heat	74312	407	72	0 6 30 59 126 96 117	4 42 274 25 2 6 225 12
cliff richard	74311	527	134	1 88 138 90 55 59 79	8 54 554 19 1 19 66 20
silentium	74280	274	106	0 0 5 8 170 65 67	8 7 284 2 0 44 25 28
jean grae	74270	275	79	0 0 0 18 92 112 87	4 8 212 13 4 4 144 11
cracker	74212	270	39	0 0 16 24 74 58 71	2 5 80 4 0 1 274 3
gatsbys american dream	74200	103	62	0 0 0 0 20 89 39	1 0 19 3 0 0 148 5
darzamat	74171	188	87	0 0 2 5 100 75 67	2 3 235 6 0 11 16 13
pur	74168	309	136	0 2 83 57 110 51 78	1 4 474 2 0 1 8 2
iron lung	74153	251	24	0 0 0 4 67 108 81	1 5 72 21 0 0 205 3
the james taylor quartet	74118	439	42	0 1 4 76 141 98 52	6 29 415 11 1 20 37 37
bud powell	74114	502	53	1 67 100 76 47 67 68	3 126 292 11 1 16 170 34
carolina liar	74101	272	207	0 0 1 3 57 155 184	10 29 220 18 1 3 211 21
deeds of flesh	74079	291	17	0 0 0 2 123 80 76	2 16 177 16 2 21 64 30
elliott	74065	221	59	0 0 1 1 74 109 83	1 14 119 7 0 0 151 18
hans zimmer and james newton howard	74059	317	54	0 0 0 4 136 107 73	5 18 256 9 0 10 83 21
autumn tears	74040	219	156	0 0 3 8 206 33 64	2 15 290 3 2 25 37 29
j.r. writer	74037	223	9	0 0 0 0 5 142 55	0 3 121 2 0 2 125 0
coaltar of the deepers	74020	104	42	0 0 0 4 36 43 58	1 54 62 3 0 0 47 9
fats domino	74002	565	139	0 116 179 81 53 57 73	0 15 543 14 0 12 181 42
capitalist casualties	74000	239	36	0 0 1 4 86 88 82	5 15 136 9 1 2 130 17
tim armstrong	73950	319	100	0 0 3 20 179 115 63	5 15 272 8 1 5 125 34
misericordiam	73894	251	32	0 0 0 0 33 122 96	0 5 221 5 2 2 46 11
keziah jones	73873	373	84	0 1 2 76 110 145 44	6 23 425 6 1 27 18 17
twilightning	73867	219	43	0 0 0 2 46 133 55	0 7 210 2 0 7 28 30
david banner	73841	428	66	0 0 0 1 84 172 187	3 13 255 8 1 4 231 16
henry purcell	73831	463	104	3 42 119 102 60 67 68	2 12 453 8 0 27 129 46
umbrellas	73792	108	133	0 0 1 2 18 128 65	0 10 64 8 0 4 164 9
nostalgia 77	73728	481	156	0 0 17 71 99 108 198	3 21 568 15 2 19 69 21
dan le sac vs scroobius pip	73720	437	102	0 0 2 5 164 249 65	2 9 497 9 1 2 72 3
jean sibelius	73702	404	87	1 45 60 99 58 44 70	5 25 366 8 0 22 117 42
stormwarrior	73696	310	32	0 0 1 22 132 66 80	0 6 280 8 0 4 33 22
the sleepy jackson	73684	198	90	0 1 3 10 102 75 61	1 9 170 81 0 1 51 6
jay vaquer	73683	140	102	0 0 0 0 21 121 77	0 0 7 1 0 0 4 235
kattoo	73673	225	46	0 0 1 2 88 95 47	2 7 247 3 0 4 35 1
nizlopi	73657	232	105	0 0 1 24 152 53 63	8 5 286 7 0 3 53 8
armandinho	73645	360	161	0 1 2 44 158 130 144	3 6 42 0 0 1 16 479
love is all	73616	294	151	0 0 1 23 111 179 75	4 17 262 14 0 6 181 24
jaleco sound team	73557	104	14	0 0 0 1 8 50 41	2 45 37 2 0 0 46 7
amy diamond	73540	249	124	0 1 1 17 106 167 56	0 5 367 0 0 1 22 14
deuter	73516	368	114	1 17 74 70 55 54 72	5 12 316 6 1 13 150 44
van canto	73448	342	89	0 0 0 4 121 168 108	2 5 309 2 0 1 34 98
dominique a	73421	287	111	0 0 3 100 120 74 60	3 6 380 2 2 16 25 22
4 promille	73396	222	41	0 0 0 0 69 93 90	1 3 273 1 3 0 1 10
pantha du prince	73396	410	120	0 0 5 18 114 183 127	3 17 470 16 4 10 70 23
bertine zetlitz	73393	220	92	0 0 1 18 113 88 59	0 2 302 4 1 2 25 8
marnie stern	73387	355	76	0 0 2 26 216 85 61	3 10 221 17 1 6 230 7
svinkels	73356	251	14	0 0 0 1 55 110 77	3 3 273 2 0 0 8 1
litfiba	73339	334	63	0 0 1 38 93 101 121	1 0 412 1 0 0 3 2
velhas virgens	73325	267	49	0 0 0 4 69 139 81	2 3 6 1 0 0 2 317
caramell	73304	302	168	0 0 1 2 70 205 146	0 38 293 21 0 3 155 18
moodymann	73287	448	63	0 0 2 16 86 116 193	10 81 392 17 0 12 71 15
barclay james harvest	73280	352	58	0 12 59 66 51 57 74	4 6 383 2 0 16 22 15
the bear quartet	73255	144	35	0 0 0 17 61 36 54	0 2 198 1 0 0 12 1
junior kelly	73229	393	100	0 0 3 45 176 58 128	5 4 446 4 7 3 43 25
amusement parks on fire	73211	258	70	0 0 0 4 92 125 67	2 22 221 8 0 1 91 13
quiet riot	73179	448	112	0 0 17 105 182 124 65	1 11 358 9 1 26 102 90
illuminate	73166	149	97	0 0 2 18 78 81 43	1 2 220 0 0 2 22 16
stephen marley	73162	467	140	0 1 3 55 93 270 84	11 5 471 10 4 6 116 39
it prevails	73138	249	21	0 0 0 0 3 125 118	1 11 178 11 0 2 83 8
blotted science	73117	395	29	0 0 0 14 137 139 83	3 21 250 11 2 22 102 39
starfield	73107	280	124	0 0 3 43 99 109 69	3 18 167 6 4 2 197 50
monsters of liedermaching	73091	169	39	0 0 1 5 36 93 47	0 0 227 2 0 0 0 0
ark	73086	356	52	0 0 2 29 134 126 81	2 9 258 6 0 51 42 73
the expendables	73072	226	42	0 0 0 2 68 112 56	2 2 47 5 1 2 221 12
samhain	73050	254	63	0 0 0 22 120 78 71	3 3 154 4 0 1 167 19
hombres g	73045	439	156	0 1 4 66 145 211 112	3 3 231 1 7 2 286 118
pustki	73031	184	176	0 0 2 3 61 163 85	0 4 372 6 0 1 3 3
quicksand	72989	314	31	0 0 2 7 116 124 62	1 6 135 9 2 1 203 22
mdc	72943	246	41	0 0 4 29 73 52 80	4 8 151 5 1 1 138 8
j-live	72899	413	36	0 0 1 4 180 124 58	5 13 297 19 5 0 162 9
herman's hermits	72876	268	155	0 58 82 56 47 43 72	2 7 277 13 0 6 141 17
bob seger	72870	511	127	0 88 86 106 65 66 78	2 19 305 12 1 31 325 19
field music	72852	268	81	0 0 3 32 134 61 63	2 7 194 11 0 0 153 17
suis la lune	72831	248	63	0 0 0 1 19 133 128	1 8 217 15 2 2 71 20
liekki	72820	188	86	0 0 2 5 110 85 49	0 0 301 1 0 1 3 1
tantric	72819	199	43	0 0 3 48 73 30 54	1 7 87 7 0 2 131 21
wynardtage	72744	143	32	0 0 0 14 36 33 57	0 0 155 2 0 0 19 5
minnie riperton	72723	447	148	1 3 44 119 91 113 81	7 51 459 14 2 8 102 25
black heaven	72721	210	87	0 1 1 57 81 83 50	1 4 262 3 0 1 26 17
blizzard entertainment	72708	285	34	0 0 0 3 109 112 66	1 16 243 10 0 8 50 16
alva noto + ryuichi sakamoto	72691	380	73	0 2 5 57 91 103 113	2 77 349 15 3 21 66 18
wwe	72642	109	11	0 0 0 0 9 54 55	0 6 79 7 1 2 30 7
jr ewing	72619	199	33	0 0 0 2 88 56 65	1 7 223 2 1 1 14 3
nattefrost	72615	246	77	0 0 0 3 42 134 103	2 6 272 4 1 12 33 14
callejon	72594	196	42	0 0 0 0 7 118 97	0 0 244 0 0 0 0 5
asesino	72584	292	33	0 0 0 5 130 72 80	0 4 187 1 1 10 46 89
lucky dragons	72553	264	85	0 0 4 6 167 85 52	1 8 173 22 0 2 201 7
over it	72553	187	66	0 0 0 0 30 133 68	0 7 112 7 2 4 126 12
the tony danza tapdance extravaganza	72547	235	35	0 0 0 0 7 144 103	3 2 174 12 0 3 88 7
spitfire	72541	286	36	0 0 0 3 81 98 106	0 1 296 4 0 1 41 4
planetshakers	72526	215	80	0 0 2 63 76 48 61	8 39 124 48 1 2 59 47
jorge ben jor	72520	334	134	0 1 7 63 109 161 65	2 6 70 2 0 0 17 414
popol vuh	72499	387	47	1 4 58 101 66 69 84	5 22 315 16 1 9 149 9
anata	72498	304	25	0 0 0 1 144 80 68	1 20 167 17 2 5 117 17
gehenna	72496	265	55	0 0 0 5 101 90 74	1 5 248 6 1 7 49 18
vinterriket	72488	197	41	0 0 0 1 82 60 59	1 7 205 3 1 9 23 9
quasi	72467	141	56	0 0 1 4 49 48 69	1 8 65 1 0 1 151 7
crazy penis	72465	441	81	0 1 3 64 114 144 87	1 12 392 63 2 21 69 14
tagtraum	72464	80	43	0 0 0 0 2 39 74	1 1 128 1 0 0 0 0
crosby, stills & nash	72455	342	91	0 49 71 52 40 58 71	4 11 245 7 0 2 199 18
mavado	72446	308	82	0 0 1 6 176 104 51	5 6 292 8 17 4 91 9
egypt central	72427	222	51	0 0 0 1 8 114 119	0 1 205 9 0 2 57 10
nortt	72417	273	72	0 0 0 2 80 132 65	4 9 267 5 1 14 44 19
vladislav delay	72404	412	58	0 0 1 26 66 140 149	4 35 411 9 1 11 81 10
88 fingers louie	72401	262	39	0 0 0 1 125 79 66	5 4 166 3 1 1 104 37
photek	72386	567	59	0 0 2 44 175 149 133	3 18 549 12 0 3 99 8
my vitriol	72375	235	60	0 0 0 4 103 84 76	2 10 279 1 0 1 22 9
jel	72367	292	42	0 0 0 2 115 98 64	4 18 194 2 3 2 154 3
tender forever	72354	105	190	0 0 0 2 125 84 58	1 12 173 8 1 1 120 20
zucchero	72347	284	58	0 3 67 42 61 41 66	2 1 336 2 0 0 14 19
sumo	72331	353	82	0 0 12 60 116 153 50	2 3 49 2 0 1 21 396
avant	72319	320	205	0 0 13 53 158 131 65	10 46 244 21 2 6 232 19
faces	72315	339	56	0 2 42 121 53 42 66	1 29 181 15 0 0 199 35
